431,296,1
431,16,1
431,351,1
431,295,1
431,337,1
431,363,1
431,342,1
431,68,1
431,53,1
431,173,1
433,162,1
433,232,1
433,131,1
433,193,1
433,287,1
433,166,1
433,28,1
433,125,1
433,261,1
433,165,1
4463,216,1
4463,263,1
4463,77,1
4463,281,1
4463,287,1
4463,336,1
4463,43,1
4463,80,1
4463,143,1
4463,130,1
12663,155,1
12663,352,1
12663,110,1
12663,69,1
12663,116,1
12663,263,1
12663,315,1
12663,347,1
12663,107,1
12663,169,1
4501,298,1
4501,369,1
4501,96,1
4501,254,1
4501,54,1
4501,342,1
4501,295,1
4501,164,1
4501,198,1
4501,250,1
4502,36,1
4502,326,1
4502,271,1
4502,351,1
4502,47,1
4502,307,1
4502,252,1
4502,312,1
4502,343,1
4502,65,1
582,30,1
582,85,1
582,86,1
582,139,1
582,47,1
582,37,1
582,301,1
582,6,1
582,124,1
582,268,1
4516,312,1
4516,84,1
4516,9,1
4516,280,1
4516,277,1
4516,65,1
4516,168,1
4516,360,1
4516,29,1
4516,343,1
660,172,1
660,32,1
660,3,1
660,315,1
660,363,1
660,126,1
660,351,1
660,349,1
660,248,1
660,0,1
671,5,1
671,155,1
671,104,1
671,106,1
671,131,1
671,277,1
671,272,1
671,105,1
671,303,1
671,182,1
681,4,1
681,182,1
681,83,1
681,230,1
681,140,1
681,216,1
681,39,1
681,340,1
681,357,1
681,66,1
697,368,1
697,199,1
697,56,1
697,232,1
697,270,1
697,127,1
697,190,1
697,179,1
697,184,1
697,317,1
765,203,1
765,344,1
765,72,1
765,209,1
765,79,1
765,335,1
765,0,1
765,297,1
765,77,1
765,62,1
4809,187,1
4809,192,1
4809,325,1
4809,212,1
4809,371,1
4809,236,1
4809,258,1
4809,283,1
4809,165,1
4809,343,1
12684,358,1
12684,278,1
12684,228,1
12684,354,1
12684,223,1
12684,152,1
12684,209,1
12684,220,1
12684,225,1
12684,60,1
4957,0,1
4957,196,1
4957,268,1
4957,85,1
4957,91,1
4957,333,1
4957,371,1
4957,135,1
4957,226,1
4957,265,1
4993,27,1
4993,156,1
4993,93,1
4993,249,1
4993,231,1
4993,290,1
4993,89,1
4993,62,1
4993,36,1
4993,177,1
5397,239,1
5397,244,1
5397,68,1
5397,30,1
5397,131,1
5397,335,1
5397,138,1
5397,96,1
5397,144,1
5397,180,1
5517,25,1
5517,218,1
5517,19,1
5517,195,1
5517,145,1
5517,284,1
5517,93,1
5517,333,1
5517,92,1
5517,342,1
5518,260,1
5518,61,1
5518,80,1
5518,88,1
5518,209,1
5518,97,1
5518,291,1
5518,66,1
5518,122,1
5518,182,1
5534,213,1
5534,346,1
5534,162,1
5534,25,1
5534,161,1
5534,196,1
5534,137,1
5534,146,1
5534,193,1
5534,363,1
5557,338,1
5557,328,1
5557,354,1
5557,368,1
5557,357,1
5557,335,1
5557,173,1
5557,279,1
5557,324,1
5557,28,1
5559,165,1
5559,218,1
5559,359,1
5559,89,1
5559,85,1
5559,53,1
5559,318,1
5559,141,1
5559,36,1
5559,123,1
5640,51,1
5640,330,1
5640,144,1
5640,138,1
5640,197,1
5640,165,1
5640,185,1
5640,125,1
5640,174,1
5640,362,1
5713,77,1
5713,111,1
5713,110,1
5713,292,1
5713,210,1
5713,17,1
5713,276,1
5713,238,1
5713,15,1
5713,69,1
5731,199,1
5731,84,1
5731,218,1
5731,266,1
5731,359,1
5731,66,1
5731,302,1
5731,112,1
5731,128,1
5731,16,1
12839,68,1
12839,286,1
12839,9,1
12839,187,1
12839,278,1
12839,317,1
12839,311,1
12839,14,1
12839,282,1
12839,217,1
12940,1,1
12940,314,1
12940,108,1
12940,243,1
12940,90,1
12940,171,1
12940,66,1
12940,63,1
12940,372,1
12940,71,1
12979,31,1
12979,327,1
12979,319,1
12979,267,1
12979,119,1
12979,141,1
12979,269,1
12979,326,1
12979,296,1
12979,113,1
13013,49,1
13013,349,1
13013,250,1
13013,50,1
13013,92,1
13013,70,1
13013,237,1
13013,101,1
13013,213,1
13013,176,1
19970,85,1
19970,356,1
19970,271,1
19970,14,1
19970,130,1
19970,212,1
19970,122,1
19970,119,1
19970,51,1
19970,33,1
13138,111,1
13138,153,1
13138,106,1
13138,30,1
13138,63,1
13138,265,1
13138,313,1
13138,315,1
13138,259,1
13138,134,1
13237,234,1
13237,135,1
13237,304,1
13237,212,1
