2168,354,1,1
2168,349,1
2168,356,1
2168,366,1
2168,312,1
2168,360,1
2168,363,1
2168,370,1
2168,372,1
2168,331,1
3866,0,1
3866,1,1
3866,2,1
3866,3,1
3866,4,1
3866,5,1
3866,6,1
3866,7,1
3866,8,1
3866,9,1
14829,0,1
14829,1,1
14829,2,1
14829,3,1
14829,4,1
14829,5,1
14829,6,1
14829,7,1
14829,8,1
14829,9,1
13728,0,1
13728,1,1
13728,2,1
13728,3,1
13728,4,1
13728,5,1
13728,6,1
13728,7,1
13728,8,1
13728,9,1
1530,349,1
1530,356,1
1530,354,1
1530,366,1
1530,370,1
1530,372,1
1530,328,1
1530,312,1
1530,360,1
1530,363,1
2262,328,1
2262,331,1
2262,349,1
2262,354,1
2262,326,1
2262,347,1
2262,356,1
2262,335,1
2262,344,1
2262,366,1
14830,0,1
14830,1,1
14830,2,1
14830,3,1
14830,4,1
14830,5,1
14830,6,1
14830,7,1
14830,8,1
14830,9,1
14831,0,1
14831,1,1
14831,2,1
14831,3,1
14831,4,1
14831,5,1
14831,6,1
14831,7,1
14831,8,1
14831,9,1
14832,0,1
14832,1,1
14832,2,1
14832,3,1
14832,4,1
14832,5,1
14832,6,1
14832,7,1
14832,8,1
14832,9,1
3057,356,1
3057,307,1
3057,354,1
3057,349,1
3057,331,1
3057,318,1
3057,328,1
3057,312,1
3057,311,1
3057,363,1
14833,0,1
14833,1,1
14833,2,1
14833,3,1
14833,4,1
14833,5,1
14833,6,1
14833,7,1
14833,8,1
14833,9,1
14834,0,1
14834,1,1
14834,2,1
14834,3,1
14834,4,1
14834,5,1
14834,6,1
14834,7,1
14834,8,1
14834,9,1
14835,0,1
14835,1,1
14835,2,1
14835,3,1
14835,4,1
14835,5,1
14835,6,1
14835,7,1
14835,8,1
14835,9,1
14836,0,1
14836,1,1
14836,2,1
14836,3,1
14836,4,1
14836,5,1
14836,6,1
14836,7,1
14836,8,1
14836,9,1
14837,0,1
14837,1,1
14837,2,1
14837,3,1
14837,4,1
14837,5,1
14837,6,1
14837,7,1
14837,8,1
14837,9,1
14041,204,1
14041,305,1
14041,79,1
14041,354,1
14041,328,1
14041,203,1
14041,7,1
14041,91,1
14041,114,1
14041,118,1
2371,0,1
2371,1,1
2371,2,1
2371,3,1
2371,4,1
2371,5,1
2371,6,1
2371,7,1
2371,8,1
2371,9,1
8139,72,1
8139,120,1
8139,123,1
8139,124,1
8139,126,1
8139,143,1
8139,197,1
8139,208,1
8139,240,1
8139,243,1
8068,349,1
8068,356,1
8068,354,1
8068,366,1
8068,311,1
8068,312,1
8068,363,1
8068,370,1
8068,372,1
8068,318,1
14291,0,1
14291,1,1
14291,2,1
14291,3,1
14291,4,1
14291,5,1
14291,6,1
14291,7,1
14291,8,1
14291,9,1
2249,305,1
2249,306,1
2249,328,1
2249,310,1
2249,331,1
2249,318,1
2249,354,1
2249,124,1
2249,268,1
2249,349,1
14838,0,1
14838,1,1
14838,2,1
14838,3,1
14838,4,1
14838,5,1
14838,6,1
14838,7,1
14838,8,1
14838,9,1
577,305,1
577,306,1
577,310,1
577,124,1
577,240,1
577,126,1
577,123,1
577,143,1
577,328,1
577,197,1
5003,19,1
5003,42,1
5003,106,1
5003,113,1
5003,115,1
5003,131,1
5003,192,1
5003,194,1
5003,204,1
5003,216,1
2141,328,1
2141,331,1
2141,349,1
2141,318,1
2141,354,1
2141,347,1
2141,268,1
2141,326,1
2141,356,1
2141,131,1
15,307,1
15,204,1
15,328,1
15,331,1
15,318,1
15,349,1
15,356,1
15,197,1
15,354,1
15,233,1
13795,0,1
13795,1,1
13795,2,1
13795,3,1
13795,4,1
13795,5,1
13795,6,1
13795,7,1
13795,8,1
13795,9,1
14839,0,1
14839,1,1
14839,2,1
14839,3,1
14839,4,1
14839,5,1
14839,6,1
14839,7,1
14839,8,1
14839,9,1
14063,0,1
14063,1,1
14063,2,1
14063,3,1
14063,4,1
14063,5,1
14063,6,1
14063,7,1
14063,8,1
14063,9,1
14840,0,1
14840,1,1
14840,2,1
14840,3,1
14840,4,1
14840,5,1
14840,6,1
14840,7,1
14840,8,1
14840,9,1
14841,0,1
14841,1,1
14841,2,1
14841,3,1
14841,4,1
14841,5,1
14841,6,1
14841,7,1
14841,8,1
14841,9,1
14842,0,1
14842,1,1
14842,2,1
14842,3,1
14842,4,1
14842,5,1
14842,6,1
14842,7,1
14842,8,1
14842,9,1
14843,0,1
14843,1,1
14843,2,1
14843,3,1
14843,4,1
14843,5,1
14843,6,1
14843,7,1
14843,8,1
14843,9,1
14844,0,1
14844,1,1
14844,2,1
14844,3,1
