2168,1,1
2168,74,1
2168,73,1
2168,4,1
2168,28,1
2168,5,1
2168,8,1
2168,72,1
2168,35,1
2168,13,1
3866,1,1
3866,74,1
3866,73,1
3866,4,1
3866,0,1
3866,28,1
3866,5,1
3866,72,1
3866,35,1
3866,3,1
14829,26,1
14829,1,1
14829,74,1
14829,73,1
14829,4,1
14829,0,1
14829,28,1
14829,5,1
14829,8,1
14829,72,1
13728,26,1
13728,1,1
13728,74,1
13728,73,1
13728,4,1
13728,0,1
13728,28,1
13728,5,1
13728,8,1
13728,72,1
1530,12,1
1530,206,1
1530,197,1
1530,11,1
1530,92,1
1530,115,1
1530,36,1
1530,78,1
1530,147,1
1530,40,1
2262,26,1
2262,74,1
2262,73,1
2262,28,1
2262,5,1
2262,8,1
2262,72,1
2262,13,1
2262,3,1
2262,2,1
14830,26,1
14830,1,1
14830,74,1
14830,73,1
14830,4,1
14830,0,1
14830,28,1
14830,5,1
14830,8,1
14830,72,1
14831,26,1
14831,1,1
14831,74,1
14831,73,1
14831,4,1
14831,0,1
14831,28,1
14831,5,1
14831,8,1
14831,72,1
14832,26,1
14832,1,1
14832,74,1
14832,73,1
14832,4,1
14832,0,1
14832,28,1
14832,5,1
14832,8,1
14832,72,1
3057,1,1
3057,74,1
3057,73,1
3057,4,1
3057,0,1
3057,5,1
3057,35,1
3057,13,1
3057,3,1
3057,12,1
14833,26,1
14833,1,1
14833,74,1
14833,73,1
14833,4,1
14833,0,1
14833,28,1
14833,5,1
14833,8,1
14833,72,1
14834,26,1
14834,1,1
14834,74,1
14834,73,1
14834,4,1
14834,0,1
14834,28,1
14834,5,1
14834,8,1
14834,72,1
14835,26,1
14835,1,1
14835,74,1
14835,73,1
14835,4,1
14835,0,1
14835,28,1
14835,5,1
14835,8,1
14835,72,1
14836,26,1
14836,1,1
14836,74,1
14836,73,1
14836,4,1
14836,0,1
14836,28,1
14836,5,1
14836,8,1
14836,72,1
14837,26,1
14837,1,1
14837,74,1
14837,73,1
14837,4,1
14837,0,1
14837,28,1
14837,5,1
14837,8,1
14837,72,1
14041,26,1
14041,1,1
14041,74,1
14041,73,1
14041,4,1
14041,0,1
14041,28,1
14041,5,1
14041,8,1
14041,72,1
2371,26,1
2371,1,1
2371,74,1
2371,73,1
2371,4,1
2371,0,1
2371,28,1
2371,5,1
2371,8,1
2371,72,1
8139,26,1
8139,1,1
8139,74,1
8139,73,1
8139,4,1
8139,0,1
8139,5,1
8139,8,1
8139,72,1
8139,35,1
8068,26,1
8068,1,1
8068,0,1
8068,28,1
8068,5,1
8068,72,1
8068,35,1
8068,13,1
8068,3,1
8068,12,1
14291,26,1
14291,74,1
14291,73,1
14291,4,1
14291,0,1
14291,28,1
14291,5,1
14291,8,1
14291,72,1
14291,35,1
2249,74,1
2249,73,1
2249,4,1
2249,72,1
2249,35,1
2249,2,1
2249,30,1
2249,200,1
2249,77,1
2249,9,1
14838,26,1
14838,1,1
14838,74,1
14838,73,1
14838,4,1
14838,0,1
14838,28,1
14838,5,1
14838,8,1
14838,72,1
577,4,1
577,8,1
577,30,1
577,200,1
577,9,1
577,41,1
577,201,1
577,117,1
577,114,1
577,17,1
5003,1,1
5003,74,1
5003,73,1
5003,4,1
5003,0,1
5003,28,1
5003,5,1
5003,8,1
5003,72,1
5003,35,1
2141,28,1
2141,8,1
2141,72,1
2141,35,1
2141,13,1
2141,12,1
2141,2,1
2141,30,1
2141,198,1
2141,77,1
15,28,1
15,8,1
15,72,1
15,200,1
15,198,1
15,77,1
15,82,1
15,9,1
15,34,1
15,31,1
13795,1,1
13795,74,1
13795,73,1
13795,4,1
13795,0,1
13795,28,1
13795,5,1
13795,8,1
13795,72,1
13795,35,1
14839,26,1
14839,1,1
14839,74,1
14839,73,1
14839,4,1
14839,0,1
14839,28,1
14839,5,1
14839,8,1
14839,72,1
14063,26,1
14063,74,1
14063,4,1
14063,0,1
14063,28,1
14063,5,1
14063,8,1
14063,35,1
14063,13,1
14063,3,1
14840,26,1
