,alg,AUC,prec@5,prec@10,MAP,recall@5,recall@10,NDCG,MRR,filled_with_popular,clean_fake_method
52,(MyMediaLite) BPRMFFalseRanked 1 Item,0.52211,0.00667,0.0058,0.00587,0.01109,0.01567,0.01077,0.01634,False,Ranked 1 Item
53,(MyMediaLite) ItemAttributeKNN FalseRanked 1 Item,0.52209,0.0058,0.0058,0.00595,0.00911,0.01567,0.0105,0.01476,False,Ranked 1 Item
54,(MyMediaLite) ItemKNNFalseRanked 1 Item,0.53909,0.01507,0.01101,0.01427,0.03453,0.04805,0.02572,0.02687,False,Ranked 1 Item
55,(MyMediaLite) MostPopularFalseRanked 1 Item,0.53179,0.00841,0.00928,0.0074,0.01223,0.03399,0.0165,0.01867,False,Ranked 1 Item
56,(MyMediaLite) RandomFalseRanked 1 Item,0.52379,0.00609,0.00594,0.0107,0.01669,0.03076,0.01714,0.01883,False,Ranked 1 Item
57,(MyMediaLite) UserAttributeKNNFalseRanked 1 Item,0.52358,0.0058,0.00594,0.00845,0.01932,0.03076,0.01496,0.01363,False,Ranked 1 Item
58,(MyMediaLite) WRMFFalseRanked 1 Item,0.52284,0.00638,0.0071,0.00658,0.01242,0.02455,0.01299,0.01506,False,Ranked 1 Item
59,(MyMediaLite) ZeroFalseRanked 1 Item,0.51425,0.00319,0.00362,0.00219,0.00578,0.01174,0.00547,0.00685,False,Ranked 1 Item
60,(MyMediaLite) MultiCoreBPRMF FalseRanked 1 Item,0.52068,0.00812,0.00638,0.00609,0.01109,0.01649,0.01135,0.01746,False,Ranked 1 Item
61,(MyMediaLite) SoftMarginRankingMFFalseRanked 1 Item,0.519,0.00522,0.00478,0.00344,0.00695,0.01318,0.00788,0.01238,False,Ranked 1 Item
62,(MyMediaLite) WeightedBPRMFFalseRanked 1 Item,0.52808,0.00725,0.00754,0.01146,0.01448,0.02765,0.0182,0.02441,False,Ranked 1 Item
63,(MyMediaLite) MostPopularByAttributesFalseRanked 1 Item,0.52808,0.00928,0.00754,0.00973,0.01797,0.02765,0.01683,0.02225,False,Ranked 1 Item
64,(MyMediaLite) BPRSLIMFalseRanked 1 Item,0.53436,0.01246,0.00942,0.02149,0.03173,0.04019,0.02898,0.03362,False,Ranked 1 Item
65,(MyMediaLite) BPRMFFalseRanked Only 10,0.51093,0.00116,0.00304,0.00135,0.00066,0.00633,0.00372,0.00681,False,Ranked Only 10
66,(MyMediaLite) ItemAttributeKNN FalseRanked Only 10,0.51097,0.00203,0.00304,0.00159,0.00234,0.00633,0.00397,0.00643,False,Ranked Only 10
67,(MyMediaLite) ItemKNNFalseRanked Only 10,0.51449,0.00435,0.00464,0.00367,0.00798,0.01234,0.00721,0.0099,False,Ranked Only 10
68,(MyMediaLite) MostPopularFalseRanked Only 10,0.52961,0.0087,0.00884,0.01028,0.01187,0.03078,0.01822,0.02517,False,Ranked Only 10
69,(MyMediaLite) RandomFalseRanked Only 10,0.51356,0.00319,0.00333,0.00363,0.00444,0.01236,0.0066,0.00926,False,Ranked Only 10
70,(MyMediaLite) UserAttributeKNNFalseRanked Only 10,0.51351,0.00261,0.00333,0.0026,0.00399,0.01236,0.00573,0.00691,False,Ranked Only 10
71,(MyMediaLite) WRMFFalseRanked Only 10,0.51934,0.00725,0.00609,0.00576,0.0115,0.01751,0.01091,0.01575,False,Ranked Only 10
72,(MyMediaLite) ZeroFalseRanked Only 10,0.51719,0.00638,0.0058,0.0079,0.00838,0.01525,0.01205,0.01978,False,Ranked Only 10
73,(MyMediaLite) MultiCoreBPRMF FalseRanked Only 10,0.51708,0.00522,0.00507,0.00369,0.00381,0.01163,0.00799,0.01559,False,Ranked Only 10
74,(MyMediaLite) SoftMarginRankingMFFalseRanked Only 10,0.51401,0.0029,0.00406,0.00273,0.00361,0.0128,0.0063,0.00732,False,Ranked Only 10
75,(MyMediaLite) WeightedBPRMFFalseRanked Only 10,0.5196,0.00435,0.00638,0.00457,0.006,0.01439,0.00921,0.01317,False,Ranked Only 10
76,(MyMediaLite) MostPopularByAttributesFalseRanked Only 10,0.51958,0.00638,0.00638,0.00353,0.00589,0.01439,0.00856,0.01347,False,Ranked Only 10
77,(MyMediaLite) BPRSLIMFalseRanked Only 10,0.51306,0.00377,0.00391,0.00303,0.00624,0.01,0.00615,0.00952,False,Ranked Only 10
