index,userID,itemID,rating,timestamp
0,8.34328E+14,https://www.room.run/he/rooms/card-of-jack,10,17/09/2017
1,1.60947E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
2,1.01553E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
3,1.52153E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
4,1.02022E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
5,1.23413E+15,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
6,1.02147E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
7,1.01534E+16,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
8,1.97938E+15,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
9,1.02097E+16,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
10,1.35139E+15,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
11,1.01545E+16,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
12,7.37741E+14,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
13,1.95535E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
14,1.9104E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
15,1.02128E+16,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
16,1.74789E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
17,8.65731E+14,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
18,1.02081E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
19,1.02099E+16,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
20,1.02123E+16,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
21,1.62255E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
22,1.02092E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
23,1.01563E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
24,1.02092E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
25,,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
26,1.01017E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
27,1.02159E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
28,,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
29,1.01542E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
30,1.64657E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
31,,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
32,1.01561E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
33,1.02158E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
34,1.02106E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
35,1.41607E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
36,1.50394E+15,https://www.room.run/he/rooms/card-of-jack,8,10/02/2018
37,1.01543E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
38,1.01557E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
39,1.02043E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
40,1.02126E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
41,1.41123E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
42,1.33896E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
43,1.02118E+16,https://www.room.run/he/rooms/card-of-jack,7,12/11/2017
44,1.0157E+16,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
45,1.01545E+16,https://www.room.run/he/rooms/card-of-jack,6,12/11/2017
46,1.01534E+16,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
47,1.47462E+15,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
48,1.30852E+14,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
49,1.01542E+16,https://www.room.run/he/rooms/card-of-jack,9,12/11/2017
50,1.75695E+15,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
51,,https://www.room.run/he/rooms/card-of-jack,6,08/09/2018
52,1.02173E+16,https://www.room.run/he/rooms/card-of-jack,10,06/09/2018
53,1.23973E+14,https://www.room.run/he/rooms/card-of-jack,10,05/09/2018
54,1.02151E+16,https://www.room.run/he/rooms/card-of-jack,10,04/09/2018
55,1.01539E+16,https://www.room.run/he/rooms/card-of-jack,8,03/09/2018
56,1.35019E+15,https://www.room.run/he/rooms/card-of-jack,10,01/09/2018
57,1.01569E+16,https://www.room.run/he/rooms/card-of-jack,9,27/08/2018
58,1.01567E+16,https://www.room.run/he/rooms/card-of-jack,10,27/08/2018
59,1.02117E+16,https://www.room.run/he/rooms/card-of-jack,10,27/08/2018
60,1.31154E+15,https://www.room.run/he/rooms/card-of-jack,10,16/08/2018
61,1.96018E+14,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
62,2.25739E+15,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
63,,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
64,1.12867E+15,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
65,1.04592E+14,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
66,1.02081E+16,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
67,1.94802E+15,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
68,2.61429E+14,https://www.room.run/he/rooms/card-of-jack,10,09/08/2018
69,,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
70,,https://www.room.run/he/rooms/card-of-jack,9,10/07/2018
71,1.74756E+15,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
72,1.89501E+15,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
73,2.43071E+15,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
74,1.85792E+15,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
75,1.02095E+16,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
76,1.35624E+15,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
77,1.02348E+14,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
78,1.08971E+14,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
79,,https://www.room.run/he/rooms/card-of-jack,5,10/07/2018
80,4.6587E+14,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
81,1.63587E+15,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
82,,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
83,1.90849E+15,https://www.room.run/he/rooms/card-of-jack,10,10/07/2018
84,2.21177E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
85,1.01541E+16,https://www.room.run/he/rooms/card-of-jack,9,10/06/2018
86,2.20131E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
87,1.02149E+16,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
88,1.94185E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
89,1.13097E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
90,1.59932E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
91,1.37537E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
92,,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
93,2.42103E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
94,2.15784E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
95,1.02168E+16,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
96,1.49198E+15,https://www.room.run/he/rooms/card-of-jack,10,10/06/2018
97,1.02136E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
98,1.77349E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
99,1.5299E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
100,1.61517E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
101,1.81955E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
102,1.01561E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
103,1.01547E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
104,,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
105,1.82181E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
106,,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
107,1.01562E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
108,1.02148E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
109,,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
110,1.02155E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
111,1.11779E+14,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
112,,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
113,1.0214E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
114,1.01556E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
115,,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
116,1.45741E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
117,1.80999E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
118,1.79791E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
119,1.01543E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
120,1.01551E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
121,1.02099E+16,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
122,1.67547E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
123,1.01538E+16,https://www.room.run/he/rooms/card-of-jack,9,11/05/2018
124,1.02089E+16,https://www.room.run/he/rooms/card-of-jack,8,11/05/2018
125,1.53828E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
126,2.07979E+15,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
127,8.08517E+14,https://www.room.run/he/rooms/card-of-jack,10,11/05/2018
128,1.62619E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
129,1.94697E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
130,1.02069E+16,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
131,8.13735E+14,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
132,1.02095E+16,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
133,1.02136E+16,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
134,1.02046E+16,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
135,,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
136,1.52187E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
137,9.84477E+14,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
138,1.01259E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
139,,https://www.room.run/he/rooms/card-of-jack,6,11/04/2018
140,,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
141,1.7302E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
142,1.5913E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
143,1.18885E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
144,2.29922E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
145,1.59624E+15,https://www.room.run/he/rooms/card-of-jack,10,11/04/2018
146,1.01556E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
147,1.65801E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
148,,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
149,1.77241E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
150,1.02129E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
151,2.07906E+14,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
152,1.49355E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
153,,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
154,4.07334E+14,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
155,1.75819E+14,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
156,2.04156E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
157,1.02115E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
158,1.0155E+16,https://www.room.run/he/rooms/card-of-jack,9,12/03/2018
159,1.0156E+16,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
160,1.01531E+16,https://www.room.run/he/rooms/card-of-jack,8,12/03/2018
161,1.4481E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
162,1.73847E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
163,1.99471E+15,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
164,5.67624E+14,https://www.room.run/he/rooms/card-of-jack,10,12/03/2018
165,6.82464E+14,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
166,2.04318E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
167,1.5626E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
168,1.81823E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
169,1.01572E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
170,,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
171,1.02151E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
172,1.02144E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
173,1.01534E+16,https://www.room.run/he/rooms/card-of-jack,8,10/02/2018
174,8.48977E+14,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
175,1.91838E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
176,5.40006E+14,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
177,1.02142E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
178,9.86089E+14,https://www.room.run/he/rooms/card-of-jack,9,10/02/2018
179,1.68247E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
180,1.274E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
181,1.02088E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
182,1.02061E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
183,1.06701E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
184,5.75952E+14,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
185,9.11837E+14,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
186,1.01551E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
187,1.91454E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
188,1.74763E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
189,1.57268E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
190,1.02024E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
191,1.01553E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
192,1.79445E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
193,1.02015E+16,https://www.room.run/he/rooms/card-of-jack,7,10/02/2018
194,1.82848E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
195,2.19431E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
196,1.60614E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
197,1.02043E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
198,1.98536E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
199,1.01536E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
200,1.02142E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
201,1.02071E+16,https://www.room.run/he/rooms/card-of-jack,9,10/02/2018
202,1.01558E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
203,1.93213E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
204,2.07427E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
205,5.62114E+14,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
206,1.0156E+16,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
207,1.55118E+15,https://www.room.run/he/rooms/card-of-jack,10,10/02/2018
208,1.02155E+16,https://www.room.run/he/rooms/card-of-jack,10,11/01/2018
209,1.10105E+14,https://www.room.run/he/rooms/card-of-jack,9,11/01/2018
210,9.42335E+14,https://www.room.run/he/rooms/card-of-jack,10,11/01/2018
211,1.69995E+15,https://www.room.run/he/rooms/card-of-jack,10,11/01/2018
212,1.01548E+16,https://www.room.run/he/rooms/card-of-jack,10,11/01/2018
213,,https://www.room.run/he/rooms/card-of-jack,7,11/01/2018
214,1.01531E+16,https://www.room.run/he/rooms/card-of-jack,8,11/01/2018
215,1.0283E+15,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
216,1.02038E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
217,1.02036E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
218,1.794E+15,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
219,2.37768E+15,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
220,1.01559E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
221,1.02124E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
222,1.02057E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
223,1.02055E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
224,2.20609E+15,https://www.room.run/he/rooms/card-of-jack,9,12/12/2017
225,,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
226,1.02286E+14,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
227,1.0157E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
228,1.01556E+16,https://www.room.run/he/rooms/card-of-jack,10,12/12/2017
229,1.48519E+15,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
230,1.0214E+16,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
231,1.75162E+15,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
232,7.55056E+14,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
233,,https://www.room.run/he/rooms/card-of-jack,10,12/11/2017
